ID,City,Price,Bedrooms,Bathrooms,Size,Type,Latitude,Longitude,Amenities
69,Delhi,9183000,1,1,700,Independent Floor,28.61945725,77.0567093,"Bike Parking,Fridge,Car Parking,CCTV,Community Hall"
70,Delhi,2318000,1,1,500,Independent Floor,28.57611275,77.04671478,"Garden,Food Court"
71,Delhi,11107000,3,2,1125,Independent Floor,28.53327377,77.20761872,"Security,Parking,Pool"
72,Delhi,9100000,2,2,900,Independent Floor,28.71339226,77.15860748,"Washing Machine,Pool,Sofa"
73,Delhi,7194000,3,2,840,Independent Floor,28.72143745,77.08004761,"Refrigerator,Community Hall,TV"
74,Delhi,10465000,3,3,990,Independent Floor,28.61864662,77.052063,"Intercom,Car Parking,Party Lawns"
75,Delhi,2330000,1,1,350,Apartment,28.65784264,77.14247132,"TV,AC,Sports Facility"
76,Delhi,1511000,1,1,360,Independent Floor,28.49189186,77.30693817,"Pool,Sports Facility"
77,Delhi,3589000,1,1,450,Independent Floor,28.57368089,77.24310303,"Ambulance,Washing Machine,Security,Power Backup,Lift"
78,Delhi,24550000,3,3,1900,Independent Floor,28.64152909,77.12091065,"TV,Parking,Food Court,Modular Kitchen"
79,Delhi,6833000,2,1,750,Independent Floor,28.70743753,77.11759949,"Security,Gas Connection,Clubhouse,Gym"
80,Delhi,3410000,2,1,480,Apartment,28.6183034,77.05694584,"Dining Table,Lift,Modular Kitchen,Party Lawns,Intercom"
81,Delhi,5115000,1,2,450,Apartment,28.56225396,77.04287728,"Modular Kitchen,Bed,Bike Parking"
82,Delhi,38352000,4,4,3000,Independent Floor,28.6387539,77.07380677,"Intercom,Modular Kitchen,Bike Parking,Swimming Pool,Power Backup"
83,Delhi,2460000,1,1,600,Apartment,28.49543763,77.16177369,"Bike Parking,Geyser"
84,Delhi,17850000,3,3,1900,Apartment,28.58954048,77.04999543,"Intercom,Chemist Shop,Clubhouse"
85,Delhi,3040000,1,1,450,Independent Floor,28.61807823,77.04087067,"Dining Table,Swimming Pool"
86,Delhi,1070000,1,1,340,Studio Apartment,28.71587373,77.19107056,"Dining Table,Microwave,Food Court"
87,Delhi,2454000,1,1,360,Studio Apartment,28.66576004,77.15023041,"TV,Refrigerator,Sofa,Washing Machine,AC"
88,Delhi,9541000,2,2,1800,Independent Floor,28.53398132,77.24250031,"Clubhouse,Bike Parking,Gym,Washing Machine"
89,Delhi,6301000,1,1,600,Apartment,28.55321121,77.17448425,"Gym,Sports Facility,Swimming Pool"
90,Delhi,6947000,2,2,800,Independent Floor,28.60112762,77.07874298,"Power Backup,Fridge"
91,Delhi,9251000,3,2,1300,Independent Floor,28.6355095,77.26966095,"TV,Refrigerator,Sofa,AC"
92,Delhi,5281000,3,2,1300,Independent Floor,28.6355095,77.26966095,"TV,Refrigerator,Sofa,AC"
93,Delhi,11775000,3,2,1300,Independent Floor,28.6355095,77.26966096,"TV,Refrigerator,Sofa,AC"
94,Delhi,7782000,3,2,1300,Independent Floor,28.63550949,77.26966096,"TV,Refrigerator,Sofa,AC"
95,Delhi,12325000,3,2,1300,Independent Floor,28.63550949,77.26966096,"TV,Refrigerator,Sofa,AC"
96,Delhi,11469000,3,2,1300,Independent Floor,28.63550949,77.26966096,"TV,Refrigerator,Sofa,AC"
97,Delhi,14715000,3,2,1300,Independent Floor,28.6355095,77.26966095,"TV,Refrigerator,Sofa,AC"
98,Delhi,14403000,3,2,1300,Independent Floor,28.63550949,77.26966095,"TV,Refrigerator,Sofa,AC"
99,Delhi,7096000,3,2,1300,Independent Floor,28.6355095,77.26966096,"TV,Refrigerator,Sofa,AC"
100,Delhi,7138000,3,2,1300,Independent Floor,28.6355095,77.26966096,"TV,Refrigerator,Sofa,AC"
101,Delhi,17383000,4,4,2700,Independent Floor,28.55196,77.23581696,"Power Backup,Community Hall,Dining Table,Geyser,Pool"
102,Delhi,10795000,3,3,1872,Independent Floor,28.55195999,77.23581696,"Electric Gate Lock,Four Wheeler Parking"
103,Delhi,29221000,4,4,3000,Independent Floor,28.54306222,77.21394349,"Microwave,Dining Table,Gas Connection,AC"
104,Delhi,21522000,3,3,2700,Independent Floor,28.56470108,77.19415284,"TV,Refrigerator,Sofa,Washing Machine,AC"
105,Delhi,4729000,1,1,550,Apartment,28.60093117,77.03224945,"Power Backup,Sports Facility,Party Lawns,Community Hall,Food Court"
106,Delhi,21560000,3,3,2200,Apartment,28.59317018,77.03550728,"Clubhouse,Food Court,Intercom,Bike Parking,Sports Facility"
107,Delhi,13646000,3,2,1600,Apartment,28.58750153,77.06712342,"Four Wheeler Parking,TV,Washing Machine,Swimming Pool"
108,Delhi,8435000,3,2,1600,Apartment,28.58750153,77.06712342,"Bed,Washing Machine"
109,Delhi,13026000,3,3,1800,Independent Floor,28.69610024,77.12569428,"Community Hall,Bike Parking,Electric Gate Lock"
110,Delhi,5821000,2,2,720,Independent Floor,28.62119293,77.09102632,"TV,Refrigerator,Sofa,Washing Machine,AC"
111,Delhi,6741000,3,2,1350,Independent Floor,28.60982704,77.10020447,"Washing Machine,Electric Gate Lock"
112,Delhi,4309000,1,1,495,Independent Floor,28.62897874,77.08043671,"TV,Refrigerator,Sofa,Washing Machine,AC"
113,Delhi,7368000,2,1,540,Independent Floor,28.61527824,77.07889557,"Party Lawns,Bed,Sports Facility"
114,Delhi,4067000,1,1,450,Independent Floor,28.52850342,77.25166322,"Refrigerator,Bike Parking"
115,Delhi,5211000,2,1,500,Independent Floor,28.53482057,77.25739289,"Garden,Electric Gate Lock"
116,Delhi,4674000,1,1,450,Independent Floor,28.60906982,77.08935548,"Gym,Garden,Sports Facility,Swimming Pool"
117,Delhi,2622000,1,1,450,Independent Floor,28.60726929,77.08944702,"Gym,Garden,Sports Facility,Swimming Pool"
118,Delhi,7387000,3,2,900,Independent Floor,28.60993386,77.09203339,"Dining Table,Lift,Gym"
119,Delhi,4892000,2,2,900,Independent Floor,28.6072693,77.08944703,"Gym,Garden,Sports Facility,Swimming Pool"
120,Delhi,2853000,2,1,450,Independent Floor,28.60993386,77.0920334,"Community Hall,Geyser,Clubhouse,Bed"
121,Delhi,2947000,1,1,360,Independent Floor,28.61255647,77.08008576,"Car Parking,Community Hall"
122,Delhi,6508000,2,2,630,Independent Floor,28.60668373,77.08284764,"Gym,Garden,Sports Facility,Swimming Pool"
123,Delhi,6023000,2,2,630,Independent Floor,28.60668374,77.08284765,"Gym,Garden,Sports Facility,Swimming Pool"
124,Delhi,8349000,3,2,900,Independent Floor,28.60993385,77.0920334,"Security,Ambulance"
125,Delhi,5260000,2,1,945,Independent Floor,28.60982704,77.10020448,"Gym,Garden,Sports Facility,Swimming Pool"
126,Delhi,3923000,1,1,450,Independent Floor,28.60990334,77.07619476,"Garden,CCTV"
127,Delhi,19275000,3,3,1350,Independent Floor,28.62119294,77.09102632,"Gym,Garden,Sports Facility,Swimming Pool"
128,Delhi,4746000,2,2,900,Independent Floor,28.6072693,77.08944702,"Security,Garden,Sofa,Sports Facility,CCTV"
129,Delhi,3786000,1,1,360,Independent Floor,28.60726929,77.08944703,"Gym,Garden,Sports Facility,Swimming Pool"
130,Delhi,21466000,3,3,1890,Independent Floor,28.60982704,77.10020447,"TV,Fridge,Four Wheeler Parking"
131,Delhi,9407000,2,2,1350,Independent Floor,28.62119293,77.09102631,"Geyser,Sports Facility,Modular Kitchen,Garden,Lift"
132,Delhi,11279000,3,3,1350,Independent Floor,28.62897873,77.08043672,"Microwave,Car Parking,CCTV"
133,Delhi,4874000,2,2,745,Independent Floor,28.61173439,77.08657075,"Power Backup,Bed,Security"
134,Delhi,16103000,3,3,2025,Independent Floor,28.62119293,77.09102631,"Gym,Fridge,Geyser"
135,Delhi,7216000,3,2,1350,Independent Floor,28.62897874,77.08043672,"Electric Gate Lock,Parking,Four Wheeler Parking,Intercom,Security"
136,Delhi,6060000,3,2,990,Independent Floor,28.6117344,77.08657075,"Gym,Garden,Intercom,CCTV"
137,Delhi,11618000,3,3,1485,Independent Floor,28.62119293,77.09102632,"Gym,Garden,Intercom,Community Hall"
138,Delhi,15972000,3,2,1300,Independent Floor,28.63550949,77.26966096,"TV,Refrigerator,Sofa,AC"
139,Delhi,19278000,3,2,1300,Independent Floor,28.6355095,77.26966095,"TV,Refrigerator,Sofa,AC"
140,Delhi,13112000,3,2,1300,Independent Floor,28.6355095,77.26966096,"TV,Refrigerator,Sofa,AC"
141,Delhi,7626000,3,2,1300,Independent Floor,28.6355095,77.26966095,"TV,Refrigerator,Sofa,AC"
142,Delhi,7835000,3,2,1300,Independent Floor,28.63550949,77.26966096,"TV,Refrigerator,Sofa,AC"
143,Delhi,14624000,3,2,1300,Independent Floor,28.63550949,77.26966095,"TV,Refrigerator,Sofa,AC"
144,Delhi,7241000,3,2,1300,Independent Floor,28.6355095,77.26966095,"TV,Refrigerator,Sofa,AC"
145,Delhi,11460000,3,2,1300,Independent Floor,28.6355095,77.26966096,"TV,Refrigerator,Sofa,AC"
146,Delhi,20923000,3,2,1300,Independent Floor,28.63550949,77.26966096,"TV,Refrigerator,Sofa,AC"
147,Delhi,7828000,3,2,1300,Independent Floor,28.63550949,77.26966096,"TV,Refrigerator,Sofa,AC"
148,Delhi,8830000,3,2,1300,Independent Floor,28.6355095,77.26966096,"TV,Refrigerator,Sofa,AC"
149,Delhi,10116000,3,2,1300,Independent Floor,28.63550949,77.26966096,"TV,Refrigerator,Sofa,AC"
150,Delhi,20769000,3,2,1300,Independent Floor,28.6355095,77.26966096,"TV,Refrigerator,Sofa,AC"
